name,locality,cuisine,price_per_person,overall_rating,food,service,ambiance,reviews,noise,dining_style,latitude,longitude,url
Gardenia Terrace,Hell's Kitchen,Mediterranean,$,4.6,4.4,4.3,4.5,1415,Moderate,Casual Elegant,40.7676505,-73.989397,https://www.kayak.com/New-York-Restaurants-Gardenia-Terrace.100040016.rd.ksp
Jean Claude 2,Upper East Side,French,$,4.5,4.4,4.6,4.4,153,Moderate,Casual Dining,40.7679708,-73.959192,https://www.kayak.com/New-York-Restaurants-Jean-Claude-2.100001781.rd.ksp
Rangoli - NYC,Upper East Side,Indian,$,4.4,4.5,4.4,4.1,295,Low,Fine Dining,40.7692944,-73.9582662,https://www.kayak.com/New-York-Restaurants-Rangoli-NYC.101003450.rd.ksp
2nd Floor Bar & Essen,Upper East Side,Bar / Lounge / Bottle Service,$,4.3,4.1,4.4,4.4,24,Moderate,Casual Dining,40.7695376,-73.9543809,https://www.kayak.com/New-York-Restaurants-2nd-Floor-Bar-Essen.100047342.rd.ksp
B. Cafe,Upper East Side,Belgian,$,4.4,4.5,4.2,4.4,151,Moderate,Casual Dining,40.7708948,-73.9576006,https://www.kayak.com/New-York-Restaurants-B-Cafe.100020886.rd.ksp
The Smith- Lincoln Square,Upper West Side,American,$,4.5,3.5,4.5,4.1,1882,Moderate,Casual Dining,40.7714976,-73.9819281,https://www.kayak.com/New-York-Restaurants-The-Smith-Lincoln-Square.100023032.rd.ksp
P.J. Clarke's-Lincoln Square,Upper West Side,American,$,4.3,4.1,4.2,4.1,4555,Moderate,Casual Dining,40.7715266,-73.982747,https://www.kayak.com/New-York-Restaurants-P-J-Clarke-s-Lincoln-Square.100049042.rd.ksp
Uva,Upper East Side,Italian,$,4.5,4.4,4.2,4.4,10422,Moderate,Casual Dining,40.7721955,-73.9556505,https://www.kayak.com/New-York-Restaurants-Uva.100017736.rd.ksp
Eats,Upper East Side,American,$,4,3.9,4.1,3.7,2867,Moderate,Casual Dining,40.7722402,-73.9607233,https://www.kayak.com/New-York-Restaurants-Eats.100018791.rd.ksp
Mighty Quinn's Barbeque-Upper East Side,Upper East Side,Barbecue,$,4,4,3.8,3.4,170,Moderate,Casual Dining,40.7723666,-73.9555388,https://www.kayak.com/New-York-Restaurants-Mighty-Quinn-s-Barbeque-Upper-East-Side.100051528.rd.ksp
Rosa Mexicano by Lincoln Center,Upper West Side,Mexican,$,4.2,4.3,4.2,4.1,871,Moderate,Casual Dining,40.7724641,-73.9834889,https://www.kayak.com/New-York-Restaurants-Rosa-Mexicano-by-Lincoln-Center.100039740.rd.ksp
Lincoln Ristorante,Upper West Side,Italian,$,4.5,4.5,4.5,4.6,429,Moderate,Casual Elegant,40.7733701,-73.983728,https://www.kayak.com/New-York-Restaurants-Lincoln-Ristorante.100970248.rd.ksp
83 1/2,Upper East Side,Italian,$,4.6,4.7,4.5,4.4,109,Moderate,Casual Elegant,40.7743831,-73.9646405,https://www.kayak.com/New-York-Restaurants-83-1-2.100022381.rd.ksp
San Matteo Pizzeria e Cucina,Upper East Side,Pizzeria,$,4.7,4.7,4.5,4.2,123,Moderate,Casual Dining,40.774666,-73.954402,https://www.kayak.com/New-York-Restaurants-San-Matteo-Pizzeria-e-Cucina.100035031.rd.ksp
AOC East,Upper East Side,Bistro,$,4.5,4.4,4.3,4.5,128,Moderate,Casual Dining,40.774691,-73.9507476,https://www.kayak.com/New-York-Restaurants-AOC-East.100036772.rd.ksp
Flex Mussels - UES,Upper East Side,Seafood,$,4.7,4.7,4.5,4.4,220,Moderate,Casual Dining,40.7753804,-73.9561648,https://www.kayak.com/New-York-Restaurants-Flex-Mussels-82nd-Street.100042246.rd.ksp
Wa Jeal,Upper East Side,Chinese,$,4.6,4.6,4.6,4.2,29,Moderate,Casual Dining,40.7754335,-73.9532956,https://www.kayak.com/New-York-Restaurants-Wa-Jeal.100023263.rd.ksp
Bua Thai Ramen & Robata Grill,Upper East Side,Thaï,$,4.4,4.4,4,4.1,54,Moderate,Casual Dining,40.7763615,-73.9530785,https://www.kayak.com/New-York-Restaurants-Bua-Thai-Ramen-Robata-Grill.100051257.rd.ksp
Parm Upper West Side,Upper West Side,Italian,$,4.3,4.2,4,3.7,6112,Moderate,Casual Dining,40.7764282,-73.9792883,https://www.kayak.com/New-York-Restaurants-Parm-Upper-West-Side.100042110.rd.ksp
La Pulperia - 2nd Ave,Upper East Side,Seafood,$,4.3,4.2,4.1,4.2,1774,Moderate,Casual Dining,40.7766148,-73.9523321,https://www.kayak.com/New-York-Restaurants-La-Pulperia-2nd-Ave.100044026.rd.ksp
Thai72,Upper West Side,Thaï,$,4.6,4.7,4.5,4.3,159,Moderate,Casual Dining,40.777616,-73.980042,https://www.kayak.com/New-York-Restaurants-Thai72.100042735.rd.ksp
Tenzan - 2nd Ave.,Midtown,Japanese,$,4.5,4.3,4.2,4,954,Moderate,Casual Dining,40.779641,-73.9502415,https://www.kayak.com/New-York-Restaurants-Tenzan-2nd-Ave-.100008378.rd.ksp
Piccolo Cafe - Amsterdam Ave,Upper West Side,Italian,$,4.2,4.3,4,4.1,620,Moderate,Casual Dining,40.780121,-73.9803132,https://www.kayak.com/New-York-Restaurants-Piccolo-Cafe-Amsterdam-Ave.100026279.rd.ksp
Bocado Cafe,Upper East Side,American,$,4.4,4.3,4.4,4.2,198,Moderate,Casual Dining,40.7802464,-73.9548496,https://www.kayak.com/New-York-Restaurants-Bocado-Cafe.100008200.rd.ksp
Siena Cafe,Upper East Side,Italian,$,4.4,4.4,4.3,4.2,131,Moderate,Casual Elegant,40.7806652,-73.9528593,https://www.kayak.com/New-York-Restaurants-Siena-Cafe.100042815.rd.ksp
Playa Betty's,Upper West Side,Mexican,$,4.3,4.2,4.3,4.1,294,Moderate,Casual Dining,40.7807796,-73.9803521,https://www.kayak.com/New-York-Restaurants-Playa-Betty-s.100036438.rd.ksp
The Milton,Upper East Side,American,$,4.4,4.3,4.1,4.3,1301,Moderate,Casual Elegant,40.7812533,-73.9489878,https://www.kayak.com/New-York-Restaurants-The-Milton.100009331.rd.ksp
Serafina 105,Upper West Side,Italian,$,4.4,4.3,4.4,4.3,74,Moderate,Casual Dining,40.7822435,-73.9805805,https://www.kayak.com/New-York-Restaurants-Serafina-105.100981256.rd.ksp
Peri Ela,Upper East Side,Turkish,$,4.2,4.2,4.2,4.1,1226,Moderate,Casual Elegant,40.782268,-73.953352,https://www.kayak.com/New-York-Restaurants-Peri-Ela.100009744.rd.ksp
Swagat,Upper West Side,Indian,$,4.2,4.4,4.2,3.7,1050,Moderate,Fine Dining,40.7835276,-73.97782,https://www.kayak.com/New-York-Restaurants-Swagat.100038269.rd.ksp
Bettola NYC,Upper West Side,European,$,4.1,4.1,4.1,4,1990,Moderate,Casual Dining,40.7836802,-73.9781663,https://www.kayak.com/New-York-Restaurants-Bettola.100018295.rd.ksp
Gazala’s,Upper West Side,Middle Eastern,$,4.6,4.6,4.4,4,54,Moderate,Casual Dining,40.784567,-73.977056,https://www.kayak.com/New-York-Restaurants-Gazalas.100052510.rd.ksp
Ashoka - Upper West Side,Upper West Side,Indian,$,4.4,4.5,4.3,4.1,385,Moderate,Casual Dining,40.7847644,-73.9730625,https://www.kayak.com/New-York-Restaurants-Ashoka-Upper-West-Side.100039080.rd.ksp
Blossom on Columbus,Upper West Side,Vegan,$,4.5,4.5,4.4,4.4,3780,Low,Casual Elegant,40.7853916,-73.9727142,https://www.kayak.com/New-York-Restaurants-Blossom-on-Columbus.100007848.rd.ksp
Hi-Life Restaurant - Upper West Side,Upper West Side,American,$,4.7,4.6,4.7,4.4,141,Moderate,Casual Dining,40.7855601,-73.9763113,https://www.kayak.com/New-York-Restaurants-Hi-Life-Restaurant-Upper-West-Side.100017531.rd.ksp
Good Enough to Eat,Upper West Side,Comfort food,$,4,3.8,3.9,3.7,642,Moderate,Casual Dining,40.7859964,-73.9727711,https://www.kayak.com/New-York-Restaurants-Good-Enough-to-Eat.100002041.rd.ksp
Alachi Masala,Upper West Side,Indian,$,4,4.1,4,3.6,242,Low,Casual Dining,40.7862007,-73.9764842,https://www.kayak.com/New-York-Restaurants-Alachi-Masala.100020753.rd.ksp
Spring Natural Kitchen - UWS,Upper West Side,American,$,4.4,4.2,4,4,2450,Moderate,Casual Dining,40.7870106,-73.9753676,https://www.kayak.com/New-York-Restaurants-Spring-Natural-Kitchen-UWS.100042196.rd.ksp
French Roast Uptown,Upper West Side,French,$,4.5,4.5,4.5,4.4,240,Moderate,Casual Dining,40.7876417,-73.9765902,https://www.kayak.com/New-York-Restaurants-French-Roast-Uptown.100026970.rd.ksp
Trattoria iL Gusto Wine Bar,Upper West Side,Italian,$,4.7,4.5,4.6,4.5,54,Moderate,Casual Dining,40.7892987,-73.9697758,https://www.kayak.com/New-York-Restaurants-Trattoria-iL-Gusto-Wine-Bar.100039516.rd.ksp
The Lexington Social,East Harlem,International,$,4.3,4.2,4.2,4,110,Moderate,Casual Dining,40.7906645,-73.9476244,https://www.kayak.com/New-York-Restaurants-The-Lexington-Social.100018250.rd.ksp
Nocciola Ristorante,East Harlem,Italian,$,4.4,4.4,4.5,4.2,376,Low,Casual Elegant,40.7975043,-73.9383816,https://www.kayak.com/New-York-Restaurants-Nocciola-Ristorante.100028686.rd.ksp
Maxwell's Central Park,East Harlem,American,$,4.2,3.8,3.9,4,13,Moderate,Casual Dining,40.7977009,-73.9483825,https://www.kayak.com/New-York-Restaurants-Maxwell-s-Central-Park.100049326.rd.ksp
Arco Cafe,Upper West Side,Regional Italian (Sardinia),$,4.7,4.8,4.7,4.5,108,Moderate,Casual Dining,40.7987331,-73.9672189,https://www.kayak.com/New-York-Restaurants-Arco-Cafe.100005549.rd.ksp
The Ellington,Upper West Side,American,$,4.3,4.1,4.2,4.2,1337,Moderate,Casual Dining,40.8006763,-73.9658056,https://www.kayak.com/New-York-Restaurants-The-Ellington.100002075.rd.ksp
Amity Hall Uptown,Upper West Side,Bar / Lounge / Bottle Service,$,4.5,4.3,4.4,4.3,360,Moderate,Casual Dining,40.8022491,-73.9646077,https://www.kayak.com/New-York-Restaurants-Amity-Hall-Uptown.100027218.rd.ksp
Barawine,Harlem,French,$,4.1,4.2,3.8,4.2,44,Moderate,Casual Elegant,40.80454,-73.9474459,https://www.kayak.com/New-York-Restaurants-Barawine.100003044.rd.ksp
Lido,Harlem,Italian,$,4.7,4.6,4.7,4.6,220,Moderate,Casual Elegant,40.8048815,-73.95467744,https://www.kayak.com/New-York-Restaurants-Lido.100018258.rd.ksp
Shaking Crab - Upper West Side,Morningside Heights,Cajun,$,4.3,4.4,4.2,4,12,Moderate,Casual Dining,40.8052227,-73.9663923,https://www.kayak.com/New-York-Restaurants-Shaking-Crab-Upper-West-Side.100043597.rd.ksp
Chocolat Restaurant & Bar,Harlem,Southern,$,4,4.1,4,4.1,2769,Moderate,Casual Elegant,40.806985,-73.9537487,https://www.kayak.com/New-York-Restaurants-Chocolat-Restaurant-Bar.100052733.rd.ksp
Red Rooster Harlem,Harlem,Unspecified,$,4.6,4.5,4.7,4.6,742,Moderate,Casual Elegant,40.80796595,-73.94491055,https://www.kayak.com/New-York-Restaurants-Red-Rooster-Harlem.100015937.rd.ksp
RDV Harlem,Harlem,French,$,4.6,4.6,4.6,4.5,214,Moderate,Elegant Dining,40.8115504,-73.9464769,https://www.kayak.com/New-York-Restaurants-RDV-Harlem.100034038.rd.ksp
Maison Harlem,Harlem,French,$,4.6,4.5,4.4,4.6,130,Moderate,Casual Dining,40.8121987,-73.9516713,https://www.kayak.com/New-York-Restaurants-Maison-Harlem.100000958.rd.ksp
Bettolona,Morningside Heights,Italian,$,4.3,4.2,4.3,4.1,486,Moderate,Casual Dining,40.8141174,-73.9597655,https://www.kayak.com/New-York-Restaurants-Bettolona.100018300.rd.ksp
Ponty Bistro - Harlem,Harlem,French,$,4.4,4.4,4.2,4.3,1213,Moderate,Casual Dining,40.8176235,-73.9416508,https://www.kayak.com/New-York-Restaurants-Ponty-Bistro-Harlem.100006655.rd.ksp
Renaissance Harlem,Harlem,American,$,4.2,4.1,4,4,58,Moderate,Casual Dining,40.82131365,-73.94172386,https://www.kayak.com/New-York-Restaurants-Renaissance-Harlem.101008856.rd.ksp
Fumo Harlem,Harlem,Italian,$,4.7,4.7,4.5,4.6,1440,Moderate,Casual Dining,40.8214251,-73.9506357,https://www.kayak.com/New-York-Restaurants-Fumo-Harlem.100027789.rd.ksp
The Porterhouse Brewing Company Bar + The Lovelace Cocktail & Gin Bar,Financial District,American,$$,4.4,4.2,4,4.5,328,Moderate,Casual Dining,40.7035474,-74.0108436,https://www.kayak.com/New-York-Restaurants-The-Lovelace-Cocktail-Gin-Bar.100047345.rd.ksp
Joseph's Restaurant,Financial District,Italian,$$,4.5,4.4,4.6,4.3,42,Moderate,Fine Dining,40.7048541,-74.0095999,https://www.kayak.com/New-York-Restaurants-Joseph-s-Restaurant.100021565.rd.ksp
2 West at The Wagner Hotel,Battery Park City,Contemporary American,$$,4,4,4.1,3.9,1245,Low,Casual Dining,40.7055671,-74.0177767,https://www.kayak.com/New-York-Restaurants-2-West-at-The-Wagner-Hotel.100051562.rd.ksp
Inatteso Pizza Bar,Battery Park City,Italian,$$,4.6,4.7,4.5,4.5,426,Low,Casual Dining,40.7060267,-74.0170497,https://www.kayak.com/New-York-Restaurants-Inatteso-Pizza-Bar.100042159.rd.ksp
Cipriani Club 55 Restaurant,Financial District,Italian,$$,4.3,4.2,4.3,4.3,3771,Moderate,Casual Elegant,40.7061756,-74.0093957,https://www.kayak.com/New-York-Restaurants-Cipriani-Club-55-Restaurant.100964838.rd.ksp
Giardino D'Oro,Financial District,Italian,$$,4.7,4.6,4.7,4.5,39,Moderate,Fine Dining,40.7074557,-74.0072562,https://www.kayak.com/New-York-Restaurants-Giardino-D-Oro.100022809.rd.ksp
Da Claudio Ristorante,Financial District,Italian,$$,4.6,4.5,4.6,4.4,97,Moderate,Casual Elegant,40.7108219,-74.0076301,https://www.kayak.com/New-York-Restaurants-Da-Claudio-Ristorante.100007819.rd.ksp
Merchants River House,Battery Park City,American,$$,4.2,4,4,4.3,4915,Moderate,Casual Dining,40.7113232,-74.0178841,https://www.kayak.com/New-York-Restaurants-Merchants-River-House.100016274.rd.ksp
Trading Post NYC,Financial District,American,$$,4.4,4.3,4.3,4.3,2129,Moderate,Casual Elegant,40.7127753,-74.0059728,https://www.kayak.com/New-York-Restaurants-Trading-Post-NYC.100022985.rd.ksp
Plant Food + Wine New York,East Village,Vegan,$$,4.5,4.4,4.6,4.5,339,Moderate,Casual Dining,40.7127753,-74.0059728,https://www.kayak.com/New-York-Restaurants-Plant-Food-Wine-New-York.100050506.rd.ksp
ONE Dine at One World Observatory,Financial District,American,$$,4.5,4.4,4.5,4.6,405,Moderate,Casual Dining,40.7130062,-74.013173,https://www.kayak.com/New-York-Restaurants-ONE-Dine-at-One-World-Observatory.100968861.rd.ksp
PJ Clarkes on the Hudson,Battery Park City,American,$$,4.4,4.3,4.3,4.5,2450,Moderate,Casual Dining,40.7137112,-74.0162387,https://www.kayak.com/New-York-Restaurants-PJ-Clarkes-on-the-Hudson.101017008.rd.ksp
Del Frisco's Grille - NYC,Midtown,Steakhouse,$$,4.5,4.5,4.4,4.3,481,Moderate,Casual Dining,40.714026,-74.0150366,https://www.kayak.com/New-York-Restaurants-Del-Frisco-s-Grille-NYC.100019020.rd.ksp
Benares - Tribeca,Tribeca,Indian,$$,4.3,4.3,4.1,4,1310,Moderate,Casual Dining,40.7141066,-74.0092265,https://www.kayak.com/New-York-Restaurants-Benares-Tribeca.100022984.rd.ksp
Gran Morsi,Tribeca,Italian,$$,4.7,4.7,4.6,4.6,88,Moderate,Casual Elegant,40.7143289,-74.0077874,https://www.kayak.com/New-York-Restaurants-Gran-Morsi.100006980.rd.ksp
Warren 77,Tribeca,American,$$,4.5,4.3,4.1,4.4,55,Moderate,Casual Dining,40.7151232,-74.0103245,https://www.kayak.com/New-York-Restaurants-Warren-77.100018346.rd.ksp
Chambers,Tribeca,Market Cuisine,$$,4.9,4.9,4.9,4.8,256,Moderate,Casual Elegant,40.715575,-74.008857,https://www.kayak.com/New-York-Restaurants-Racines-NY.100005375.rd.ksp
Serafina Tribeca,Tribeca,Italian,$$,4.5,4.5,4.4,4.4,208,Moderate,Casual Dining,40.715813,-74.0087939,https://www.kayak.com/New-York-Restaurants-Serafina-Tribeca.100979696.rd.ksp
Tiny's & the Bar Upstairs,Tribeca,Contemporary American,$$,4.5,4.4,4.4,4.6,191,Moderate,Casual Dining,40.7168221,-74.0080094,https://www.kayak.com/New-York-Restaurants-Tiny-s-the-Bar-Upstairs.101018238.rd.ksp
Khe-Yo,Tribeca,Laotian,$$,4.5,4.5,4.4,4.3,164,Moderate,Casual Elegant,40.7169021,-74.0086047,https://www.kayak.com/New-York-Restaurants-Khe-Yo.100027043.rd.ksp
Casa Mezcal,Lower East Side,Regional Mexican,$$,4.3,4.2,3.9,4.3,796,Moderate,Casual Elegant,40.7179187,-73.9901066,https://www.kayak.com/New-York-Restaurants-Casa-Mezcal.100002530.rd.ksp
Petrarca Cucina e Vino,Tribeca,Italian,$$,4.6,4.6,4.7,4.5,69,Moderate,Casual Dining,40.7189298,-74.0045309,https://www.kayak.com/New-York-Restaurants-Petrarca-Cucina-e-Vino.100007822.rd.ksp
Tamarind - Tribeca,Tribeca,Indian,$$,4.8,4.7,4.8,4.7,479,Moderate,Fine Dining,40.7191453,-74.0089504,https://www.kayak.com/New-York-Restaurants-Tamarind-Tribeca.100014735.rd.ksp
Pig and Khao,Lower East Side,Southeast Asian,$$,4.6,4.6,4.3,4.2,7651,Moderate,Casual Dining,40.7192889,-73.9848028,https://www.kayak.com/New-York-Restaurants-Pig-and-Khao.100000556.rd.ksp
Tomiño - Taberna Gallega,Little Italy,Spanish,$$,4.7,4.7,4.7,4.6,1350,Moderate,Casual Dining,40.7194026,-73.9969281,https://www.kayak.com/New-York-Restaurants-Tomino-Taberna-Gallega.100041977.rd.ksp
Tribeca Grill,Tribeca,American,$$,4.5,4.5,4.6,4.5,252,Moderate,Casual Elegant,40.7195736,-74.0100361,https://www.kayak.com/New-York-Restaurants-Tribeca-Grill.100017372.rd.ksp
Piacere,Little Italy,Italian,$$,4.5,4.5,4.4,4.4,710,Moderate,Casual Dining,40.7196837,-73.9951032,https://www.kayak.com/New-York-Restaurants-Piacere.100037991.rd.ksp
Antique Garage Tribeca,Tribeca,Mediterranean,$$,4.6,4.5,4.4,4.8,88,Moderate,Casual Dining,40.7197223,-74.0039458,https://www.kayak.com/New-York-Restaurants-Antique-Garage-Tribeca.101013191.rd.ksp
Locanda Verde,Tribeca,Italian,$$,4.7,4.7,4.5,4.6,204,Moderate,Casual Dining,40.7198401,-74.0099344,https://www.kayak.com/New-York-Restaurants-Locanda-Verde.100011214.rd.ksp
Yves,Tribeca,French,$$,4.5,4.3,4.3,4.4,86,Moderate,Casual Elegant,40.7201805,-74.009907,https://www.kayak.com/New-York-Restaurants-Yves.100041793.rd.ksp
Beauty & Essex- New York,Lower East Side,Unspecified,$$,4.6,4.6,4.5,4.7,923,Moderate,Casual Elegant,40.7204577,-73.9870469,https://www.kayak.com/New-York-Restaurants-Beauty-Essex-New-York.100016509.rd.ksp
Balvanera,Lower East Side,Argentinean,$$,4.6,4.6,4.5,4.4,1590,Moderate,Casual Elegant,40.7205874,-73.9853737,https://www.kayak.com/New-York-Restaurants-Balvanera.100007091.rd.ksp
City Vineyard & Wine Garden at Pier 26,Tribeca,Contemporary American,$$,4.2,3.9,3.9,4.5,2888,Moderate,Casual Dining,40.7211424,-74.0130846,https://www.kayak.com/New-York-Restaurants-City-Vineyard-Wine-Garden-at-Pier-26.100030690.rd.ksp
Antique Garage Soho,SoHo,Mediterranean,$$,4.4,4.3,4.3,4.5,137,Moderate,Casual Dining,40.7214812,-74.0013728,https://www.kayak.com/New-York-Restaurants-Antique-Garage-Soho.100024615.rd.ksp
Taverna Di Bacco,Lower East Side,Italian,$$,4.5,4.5,4.5,4.4,886,Moderate,Casual Elegant,40.7218756,-73.9875758,https://www.kayak.com/New-York-Restaurants-Taverna-Di-Bacco.100019708.rd.ksp
A Pasta Bar,SoHo,Italian,$$,4.6,4.6,4.4,4.5,1972,Moderate,Casual Dining,40.7223733,-74.0039913,https://www.kayak.com/New-York-Restaurants-Sola-Pasta-Bar.100040971.rd.ksp
Spaghetti Incident,Bowery,Italian,$$,4.7,4.7,4.5,4.5,554,Moderate,Casual Dining,40.722402,-73.9899587,https://www.kayak.com/New-York-Restaurants-Spaghetti-Incident.100042692.rd.ksp
Emporio,Nolita,Italian,$$,4.7,4.7,4.5,4.6,327,Moderate,Casual Dining,40.7226287,-73.995291,https://www.kayak.com/New-York-Restaurants-Emporio.100033880.rd.ksp
Fonda - East Village,East Village,Contemporary Mexican,$$,4.4,4.4,4.3,4.1,3308,Moderate,Casual Dining,40.7228972,-73.9829944,https://www.kayak.com/New-York-Restaurants-Fonda-East-Village.100020343.rd.ksp
The Crosby Bar,SoHo,American,$$,4.8,4.6,4.6,4.8,207,Moderate,Casual Elegant,40.7230556,-73.9973799,https://www.kayak.com/New-York-Restaurants-The-Crosby-Bar.100022826.rd.ksp
Sant Ambroeus SoHo,Nolita,Italian,$$,4.7,4.6,4.5,4.5,5373,Moderate,Casual Dining,40.7234824,-73.9964503,https://www.kayak.com/New-York-Restaurants-Sant-Ambroeus-SoHo.100003311.rd.ksp
Aurora Soho,SoHo,Italian,$$,4.8,4.8,4.6,4.6,237,Moderate,Casual Elegant,40.7235403,-74.0031561,https://www.kayak.com/New-York-Restaurants-Aurora-Soho.100005026.rd.ksp
Cipriani Downtown,SoHo,Italian,$$,4.4,4.4,4.4,4.3,7825,Moderate,Casual Elegant,40.7236281,-74.0028707,https://www.kayak.com/New-York-Restaurants-Cipriani-Downtown.100980853.rd.ksp
Pera Soho,SoHo,Mediterranean,$$,4.4,4.3,4.2,4.5,222,Moderate,Casual Dining,40.723831,-74.0033719,https://www.kayak.com/New-York-Restaurants-Pera-Soho.100020357.rd.ksp
Tuome,East Village,Contemporary American,$$,4.6,4.7,4.4,4.4,3425,Moderate,Casual Dining,40.724053,-73.9828525,https://www.kayak.com/New-York-Restaurants-Tuome.100007103.rd.ksp
Lavagna - NYC,East Village,Italian,$$,4.8,3.5,4.7,4.8,160,Moderate,Casual Elegant,40.724121,-73.9823587,https://www.kayak.com/New-York-Restaurants-Lavagna-NYC.100014142.rd.ksp
Kafana,East Village,Eastern European,$$,4.6,4.6,4.4,4.5,2050,Moderate,Casual Dining,40.7243534,-73.9784734,https://www.kayak.com/New-York-Restaurants-Kafana.100019261.rd.ksp
BAAR BAAR,East Village,Contemporary Indian,$$,4.4,4.5,4.4,4.6,50,Moderate,Casual Dining,40.7244268,-73.9915125,https://www.kayak.com/New-York-Restaurants-BAAR-BAAR.100042495.rd.ksp
Socarrat Paella Bar - Nolita,Nolita,Spanish,$$,4.7,4.7,4.8,4.7,119,Moderate,Casual Elegant,40.72448,-73.99504,https://www.kayak.com/New-York-Restaurants-Socarrat-Paella-Bar-Nolita.100017538.rd.ksp
La Sirene Soho,Hudson Square,French,$$,4.7,4.8,4.7,4.6,107,Moderate,Casual Elegant,40.7244813,-74.0055551,https://www.kayak.com/New-York-Restaurants-La-Sirene.100010401.rd.ksp
Bistro Les Amis,SoHo,French,$$,4.6,3.5,4.7,4.6,95,Moderate,Casual Elegant,40.7247352,-74.0025962,https://www.kayak.com/New-York-Restaurants-Bistro-Les-Amis.100007090.rd.ksp
Boqueria Soho,SoHo,Tapas / Small Plates,$$,4.5,4.4,4.6,4.3,60,Moderate,Casual Dining,40.7248202,-74.0022169,https://www.kayak.com/New-York-Restaurants-Boqueria-Soho.100024811.rd.ksp
Altesi Downtown,SoHo,Italian,$$,4.5,4.5,4.5,4.3,40,Moderate,Casual Elegant,40.7250957,-74.0033108,https://www.kayak.com/New-York-Restaurants-Altesi-Downtown.100038126.rd.ksp
SAN CARLO Osteria Piemonte,SoHo,Italian,$$,4.8,4.8,4.8,4.7,193,Moderate,Casual Elegant,40.7251488,-74.0022186,https://www.kayak.com/New-York-Restaurants-SAN-CARLO-Osteria-Piemonte.100028062.rd.ksp
AQUAGRILL,SoHo,Seafood,$$,4.7,4.7,4.6,4.4,1401,Moderate,Fine Dining,40.7253226,-74.0038251,https://www.kayak.com/New-York-Restaurants-AQUAGRILL.100009280.rd.ksp
' BAR VERDE,East Village,Mexican,$$,4.6,4.6,4.6,4.5,83,Moderate,Casual Dining,40.7260386,-73.9897726,https://www.kayak.com/New-York-Restaurants-BAR-VERDE.100016361.rd.ksp
Pylos,East Village,Greek,$$,4.8,4.8,4.8,4.7,139,Moderate,Casual Elegant,40.7261637,-73.9840813,https://www.kayak.com/New-York-Restaurants-Pylos.100013888.rd.ksp
Pinch Chinese,SoHo,Chinese,$$,4.6,4.7,4.4,4.4,829,Moderate,Casual Dining,40.7263749,-74.0018624,https://www.kayak.com/New-York-Restaurants-Pinch-Chinese.100050719.rd.ksp
The Ainsworth- East Village,East Village,American,$$,4.1,4.1,3.9,3.9,513,Moderate,Casual Dining,40.7264773,-73.9815337,https://www.kayak.com/New-York-Restaurants-The-Ainsworth-East-Village.100045341.rd.ksp
The Dutch,SoHo,American,$$,4.5,4.5,4.5,4.5,229,Moderate,Home Style,40.7265551,-74.0021692,https://www.kayak.com/New-York-Restaurants-The-Dutch.100015779.rd.ksp
Il Buco Alimentari & Vineria,NoHo,Italian,$$,4.5,4.5,4.2,4.2,13038,Moderate,Casual Elegant,40.7265607,-73.9924685,https://www.kayak.com/New-York-Restaurants-Il-Buco-Alimentari-Vineria.100020064.rd.ksp
Risotteria Melotti,East Village,Italian,$$,4.8,4.8,4.8,4.6,107,Moderate,Casual Dining,40.7266288,-73.9883765,https://www.kayak.com/New-York-Restaurants-Risotteria-Melotti.100045608.rd.ksp
San Marino Restaurant - Soho,Hudson Square,Italian,$$,4.6,4.5,4.8,4.3,16,Moderate,Casual Dining,40.7269228,-74.0060095,https://www.kayak.com/New-York-Restaurants-San-Marino-Soho.100020390.rd.ksp
OIJI,East Village,Korean,$$,4.7,4.7,4.7,4.5,5655,Moderate,Casual Dining,40.7272708,-73.9858313,https://www.kayak.com/New-York-Restaurants-OIJI.100009139.rd.ksp
Lafayette,NoHo,French,$$,4.5,4.3,4.3,4.6,186,Moderate,Casual Elegant,40.7275742,-73.993705,https://www.kayak.com/New-York-Restaurants-Lafayette.100001020.rd.ksp
Lupa,Manhattan,Italian,$$,4.4,4.5,4.3,4.2,24595,Moderate,Casual Dining,40.7276391,-74.000211,https://www.kayak.com/New-York-Restaurants-Lupa.100002557.rd.ksp
Song' E Napule - 146 W Houston St.,Manhattan,Italian,$$,4.8,4.9,4.6,4.4,238,Moderate,Casual Dining,40.7281274,-74.001839,https://www.kayak.com/New-York-Restaurants-Song-E-Napule.100034690.rd.ksp
Villa Mosconi,Manhattan,Italian,$$,4.6,4.6,4.7,4.5,60,Moderate,Fine Dining,40.7285324,-74.0018748,https://www.kayak.com/New-York-Restaurants-Villa-Mosconi.100984119.rd.ksp
Toloache Thompson St.,Manhattan,Mexican,$$,4.4,4.4,4.2,4,3335,Moderate,Casual Dining,40.728719,-73.999578,https://www.kayak.com/New-York-Restaurants-Toloache-Thompson-St-.100003052.rd.ksp
Old Tbilisi,Manhattan,Georgian,$$,4.6,4.5,4.4,4.5,50,Moderate,Casual Dining,40.7288339,-74.0007577,https://www.kayak.com/New-York-Restaurants-Old-Tbilisi.100080035.rd.ksp
